City,Population,Latitude,Longitude
yokosuka,428999,35.283611,139.667222
akola,428892,20.733333,77
belgaum,428756,15.866667,74.5
luqiao,427890,28.580835,121.377148
bryansk,427241,53.252089,34.371666
xalapa,425166,19.533333,-96.916667
barcelona,424819,10.1333333,-64.7
chaozhou,424787,23.665129,116.637864
gaya,423737,24.783333,85
bratislava,423737,48.15,17.1166667
atlanta,422908,33.7488889,-84.3880556
likasi,422726,-10.981389,26.733333
luxor,422408,25.6833333,32.65
ibague,421689,4.438889,-75.232222
east london,421562,-33.011051,27.910049
shaoxing,421283,30.011019,120.571528
erzurum,420919,39.908611,41.276944
ivanovo,420843,56.997192,40.971392
akure,420623,7.25256,5.193118
asyut,420614,27.1827778,31.1827778
kenitra,420534,34.261008,-6.580203
jambi,420391,-1.6,103.616667
korba,419326,22.35,82.683333
bokaro,418578,23.783333,85.966667
san juan,418140,18.4683333,-66.1061111
sukkur,417923,27.705164,68.857383
auckland,417910,-36.866667,174.766667
mangaluru,417423,12.863889,74.835278
luohe,417356,33.571667,114.035278
shymkent,414059,42.3,69.6
hsinchu,413683,24.8047222,120.9713889
szczecin,413658,53.439531,14.593891
omaha,413487,41.2586111,-95.9375
magnitogorsk,413357,53.418611,59.047222
jhansi,412968,25.433333,78.583333
florianopolis,412731,-27.583333,-48.566667
santos,411411,-23.95,-46.333333
toulouse,411145,43.599516,1.433188
maturin,410967,9.75,-63.1766667
ardabil,410773,38.2498,48.2933
murcia,410364,37.987041,-1.130042
chaoyang,410005,41.570278,120.458611
kursk,409435,51.737329,36.187349
kitchener,409111,43.45,-80.5
panama,408188,8.9666667,-79.5333333
shiyan,408055,32.6475,110.778056
santiago del estero,407636,-27.795112,-64.261489
bien hoa,407224,10.95,106.816667
resistencia,406967,-27.46056,-58.983886
ribeirao das neves,406840,-19.783333,-44.1
hirakata,406335,34.8,135.633333
denpasar,405959,-8.65,115.216667
tanta,404934,30.7911111,30.9980556
newcastle,404849,-27.757956,29.931803
jixi,403759,45.3,130.966667
zanzibar,403670,-6.1666667,39.1833333
tonala,401616,20.616667,-103.233333
kassala,401514,15.4558333,36.3988889
kitwe,400955,-12.8166667,28.2
tver,400216,56.860491,35.876027
machida,399971,35.540278,139.450833
yangjiang,399735,21.85,111.966667
tiruppur,397554,11.1,77.35
keelung,397516,25.1313889,121.7375
villa nueva,397158,14.526944,-90.5875
manchester,395516,53.5,-2.216667
maracay,395412,10.2469444,-67.5958333
vila velha,394937,-20.333333,-40.283333
weifang,394732,36.71,119.101944
fujisawa,394630,35.341944,139.47
oakland,394579,37.8044444,-122.2697222
ndola,394559,-12.9666667,28.6333333
samsun,394261,41.286667,36.33
kollam,394198,8.880556,76.591667
serra,394160,-20.116667,-40.3
tallinn,394023,59.4338889,24.7280556
bamenda,393871,5.9333333,10.1666667
bello,392945,6.337315,-75.557951
xinpu,392444,34.599722,119.159444
sandakan,392332,5.8402,118.1179
qandahar,391230,31.613323,65.710126
diadema,390641,-23.7,-46.616667
corrientes,390481,-27.480596,-58.834099
samut prakan,388921,13.600417,100.596778
nampula,388526,-15.1197222,39.2647222
bissau,388094,11.85,-15.5833333
iloilo,387748,10.696944,122.564444
campos,387422,-21.75,-41.3
bochum,387061,51.483333,7.216667
misratah,386120,32.3783333,15.0905556
maua,386077,-23.666667,-46.45
abomey-calavi,385823,6.45,2.35
toyonaka,384463,34.783333,135.466667
honolulu,384241,21.3069444,-157.8583333
betim,384038,-19.966667,-44.216667
fukuyama,383302,34.483333,133.366667
miami,382894,25.7738889,-80.1938889
pasto,382242,1.213611,-77.281111
tulsa,382005,36.1538889,-95.9925
caxias do sul,381277,-29.1689,-51.1785
nizhniy tagil,381121,57.919444,59.965
huancayo,380098,-12.0666667,-75.2333333
dezhou,379555,37.448611,116.2925
palma,378884,39.574337,2.655222
krugersdorp,378833,-26.092835,27.790701
panihati,378741,22.694167,88.374444
chungho,378389,24.9944444,121.4727778
toyohashi,378377,34.766667,137.383333
cimahi,378027,-6.698333,107.275278
brno,377407,49.2,16.633333
delmas,377194,18.5447222,-72.3027778
zhoukou,377061,33.633333,114.633333
makiyivka,376607,48.047816,37.925764
kahramanmaras,376247,37.584705,36.926405
nonthaburi,375826,13.862167,100.513417
taoyuan,375366,24.9869444,121.3055556
tirana,374801,41.3275,19.8188889
sao jose do rio preto,374706,-20.8,-49.383333
kaunas,374655,54.9,23.9
xuanhua,373422,40.610278,115.044722
colorado springs,373072,38.8338889,-104.8208333
seremban,372931,2.7297,101.9381
ife,372191,7.466667,4.566667
pingxiang,372123,27.616667,113.85
van,371911,38.492393,43.38311
bobo dioulasso,370809,11.2,-4.3
tel aviv-yafo,370480,32.067778,34.764722
abadan,370220,30.3392,48.3043
minneapolis,367773,44.98,-93.2636111
arlington,367535,32.7355556,-97.1077778
ahmadnagar,367168,19.083333,74.733333
bologna,367168,44.483333,11.333333
dhule,367010,20.9,74.783333
olinda,366761,-8.016667,-34.85
bydgoszcz,366452,53.127062,18.019987
kuantan,366253,3.8077,103.326
petare,365959,10.4833333,-66.8166667
xico,365793,19.266667,-98.933333
las palmas,365418,28.099727,-15.41343
tetouan,365355,35.571091,-5.372424
larkana,364168,27.555082,68.214137
christchurch,363925,-43.533333,172.633333
wuppertal,363240,51.266667,7.183333
stavropol,363069,45.0428,41.9734
villahermosa,362416,17.983333,-92.916667
toyota,362386,35.083333,137.15
zhaoqing,361969,23.051157,112.459722
bhagalpur,361587,25.25,87
shekhupura,361408,31.713056,73.978333
carapicuiba,361120,-23.516667,-46.833333
sanchung,360829,25.0630556,121.4638889
tamale,360644,9.4,-0.8333333
ulan-ude,360281,51.826053,107.609794
lublin,360044,51.25,22.566667
neuquen,359037,-38.951606,-68.059102
anqing,358661,30.509167,117.050556
taraz,358167,42.9,71.366667
manizales,357819,5.06889,-75.517383
sanmenxia,357767,34.774722,111.181389
zanjan,357489,36.6736,48.4787
iwaki,357313,37.05,140.883333
bacoor,356987,14.459027,120.929034
asahikawa,356615,43.767778,142.370278
ambon,355607,-3.695426,128.181405
tabuk,355469,28.399804,36.571505
wichita,355244,37.6922222,-97.3372222
samarinda,355223,-0.5,117.15
mazatlan,354730,23.216667,-106.416667
takatsuki,354472,34.85,135.616667
thessaloniki,354291,40.6402778,22.9438889
neiva,352859,2.927299,-75.281885
okazaki,352364,34.916667,137.15
apodaca,352246,25.766667,-100.2
vinnytsya,352113,49.232776,28.480968
anshun,351936,26.25,105.933333
suita,351634,34.75,135.533333
tema,351556,5.6166667,-0.0166667
ixtapaluca,351015,19.316667,-98.883333
muzaffarnagar,349741,29.466667,77.683333
nuevo laredo,349562,27.5,-99.516667
bilbao,349270,43.260919,-2.938764
sanandaj,349200,35.3144,46.9923
latur,348994,18.4,76.583333
campina grande,348943,-7.216667,-35.883333
camaguey,347572,21.3808333,-77.9169444
florence,347194,43.766667,11.25
london,346774,42.983333,-81.25
chifeng,346654,42.268333,118.963611
zurich,346185,47.366667,8.55
astana,345621,51.181111,71.427778
belgorod,345293,50.610743,36.580152
kusti,345102,13.1666667,32.6666667
qitaihe,345033,45.8,130.85
doha,344939,25.286667,51.533333
turmero,344746,10.2333333,-67.4833333
arkhangelsk,344603,64.5401,40.5433
boma,344522,-5.85,13.05
cuernavaca,343785,18.916667,-99.25
kurgan,343132,55.45,65.333333
santa ana,343054,33.7455556,-117.8669444
soledad,342562,10.918433,-74.76459
zhongshan,342306,22.520576,113.382318
piracicaba,342216,-22.716667,-47.633333
buraydah,341981,26.325986,43.974966
nice,341621,43.713644,7.25952
jhang,341311,31.306773,72.32814
arusha,341155,-3.3666667,36.6833333
ambattur,341078,13.076667,80.088611
iseyin,340707,7.966667,3.6
koriyama,340563,37.4,140.383333
kashiwa,340228,35.854444,139.968889
aksu,340020,41.123056,80.264444
irapuato,339568,20.683333,-101.35
tokorozawa,339441,35.786389,139.467778
leicester,339240,52.633333,-1.133333
leicester,339240,52.664913,-1.034894
kaluga,338982,54.529302,36.275415
macapa,338937,0.033333,-51.05
raleigh,338759,35.7719444,-78.6388889
kawagoe,337937,35.908611,139.485278
tungi,337620,23.89,90.4058333
bellary,336710,15.15,76.933333
itaquaquecetuba,336686,-23.483333,-46.35
san jose,335056,9.933333,-84.083333
bauru,335031,-22.316667,-49.066667
fengshan,334443,22.6333333,120.35
tieling,333907,42.293056,123.841389
anaheim,333689,33.8352778,-117.9136111
qazvin,333652,36.2797,50.0049
orel,333310,52.965076,36.078495
muzaffarpur,333235,26.116667,85.4
kamarhati,332997,22.671111,88.374722
wad madani,332752,14.4,33.5333333
tucheng,332405,24.9833333,121.4333333
vinnitsa,332400,49.232776,28.480968
montes claros,332384,-16.716667,-43.866667
plovdiv,332088,42.15,24.75
khorramshahr,331254,30.4397,48.1664
cariacica,330681,-20.266667,-40.416667
mathura,330543,27.5,77.683333
bujumbura,330539,-3.3761111,29.36
khorramabad,329847,33.487778,48.355833
soyapango,329704,13.7347222,-89.1513889
patiala,329248,30.326667,76.400278
pavlodar,329014,52.3,76.95
asfi,328883,32.299392,-9.237181
chandrapur,328377,19.95,79.3
pacet,328324,-6.750278,107.046667
canoas,328297,-29.933333,-51.183333
sochi,327613,43.599167,39.725689
bielefeld,327198,52.033333,8.533333
yanji,326957,42.771389,129.423333
piura,326592,-5.2,-80.6333333
bhilwara,326454,25.35,74.633333
moji das cruzes,325753,-23.516667,-46.183333
thrissur,325140,10.516667,76.216667
brahmapur,324753,19.316667,84.783333
tampa,324465,27.9472222,-82.4586111
sao vicente,324464,-23.966667,-46.383333
canberra,324025,-35.27603,149.13435
volzhskiy,323298,48.785832,44.77973
villavicencio,321721,4.142002,-73.626645
jundiai,321595,-23.183333,-46.866667
san miguelito,321516,9.0333333,-79.5
smolensk,320994,54.7818,32.0401
saint louis,320916,38.6272222,-90.1977778
thies,320721,14.8,-16.9333333
pelotas,320680,-31.766667,-52.333333
kherson,320476,46.655814,32.6178
shahjahanpur,320466,27.883333,79.916667
chimbote,320119,-9.0833333,-78.6
akita,320071,39.716667,140.116667
maroua,319974,10.5955556,14.3247222
pachuca,319593,20.116667,-98.733333
anapolis,319592,-16.333333,-48.966667
shimoga,319577,13.922222,75.573611
pittsburgh,319494,40.4405556,-79.9961111
samarkand,319404,39.6541667,66.9597222
murmansk,319266,68.979174,33.092514
holguin,319114,20.8872222,-76.2630556
oskemen,319082,49.978889,82.610278
eslamshahr,318855,35.5605,51.2346
shangrao,318769,28.453221,117.968604
mataram,318712,-8.583333,116.116667
andijon,318439,40.6541667,72.3575
iasi,318014,47.166667,27.6
poltava,317845,49.593727,34.540733
koshigaya,317443,35.883333,139.783333
vladikavkaz,317372,43.036667,44.667778
hrodna,317366,53.6813889,23.8147222
katowice,317316,50.258415,19.027545
rohtak,317266,28.9,76.566667
ostrava,317136,49.811852,18.255282
baicheng,316970,45.616667,122.816667
cluj-napoca,316749,46.766667,23.6
calamba,316633,14.2118,121.1655
bauchi,316173,10.313441,9.843273
valladolid,315859,41.655181,-4.72372
armenia,315332,4.533889,-75.681111
timisoara,315055,45.749444,21.227222
tambun,314271,-6.105278,107.222222
bonn,314081,50.733333,7.1
soacha,313950,4.579368,-74.216819
ikorodu,313468,6.615483,3.508673
posadas,313438,-27.367077,-55.896078
coacalco,313419,19.631667,-99.110278
denizli,313402,37.774167,29.0875
jinxi,313247,40.764317,120.85327
cusco,313210,-13.5183333,-71.9780556
vitoria,312662,-20.316667,-40.35
tongling,312588,30.933333,117.816667
cherepovets,311854,59.133333,37.9
pucallpa,311793,-8.3825,-74.5380556
maringa,311727,-23.416667,-51.916667
cordoba,311186,37.89155,-4.772748
jingdezhen,310565,29.2947,117.207887
guaruja,310430,-24,-46.266667
vladimir,310027,56.136547,40.396576
antofagasta,309835,-23.65,-70.4
botshabelo,309810,-29.123036,26.773654
bengkulu,309759,-3.8,102.266667
mannheim,309626,49.488333,8.464722
tampico,309015,22.3,-97.85
tampico,309015,22.216667,-97.85
coventry,308314,52.416667,-1.55
chita,308294,52.031712,113.500867
general escobedo,308284,25.816667,-100.333333
valledupar,308242,10.46314,-73.253224
varna,307952,43.2166667,27.9166667
chernihiv,307683,51.505507,31.284875
tumkur,307384,13.342222,77.101667
catania,307331,37.5,15.1
toledo,306974,41.6638889,-83.5552778
tawau,306497,4.2498,117.8871
dongying,306450,37.456389,118.485556
firozabad,306439,27.15,78.416667
el faiyum,306421,29.3077778,30.84
cincinnati,306382,39.1619444,-84.4569444
porto velho,306206,-8.766667,-63.9
celaya,305913,20.516667,-100.816667
brakpan,305702,-26.236561,28.369378
nizamabad,305472,18.666667,78.116667
kulti,305434,23.733333,86.85
franca,305047,-20.533333,-47.4
rajamahendri,304838,16.983333,81.783333
craiova,304144,44.316667,23.8
constanta,303401,44.183333,28.65
saransk,303397,54.1838,45.1749
bari,303049,41.133333,16.85
kingston upon hull,302297,53.716667,-0.333333
batman,302204,37.887378,41.132208
cardiff,302142,51.5,-3.2
barddhaman,301754,23.240556,87.869444
gujrat,301595,32.572842,74.078969
kashan,301107,33.9888,51.4773
brest,300716,52.1,23.7
mardan,300545,34.201946,72.052539
surgut,300371,61.25,73.416667
cilegon,299790,-6.0144,106.0542
aurora,299780,39.7294444,-104.8313889
bradford,299310,53.783333,-1.75
parana,299257,-31.731967,-60.523802
angeles,298948,15.1406,120.591
jember,298620,-8.1705,113.702
kasugai,298591,35.233333,136.983333
barasat,298270,22.684167,88.441111
cherkasy,297566,49.428536,32.06207
riverside,297554,33.9533333,-117.3952778
akashi,297281,34.633333,134.983333
bally,297001,22.646111,88.340278
hisar,296456,29.166667,75.716667
rampur,296447,28.816667,79.033333
irbid,296050,32.555556,35.85
yokkaichi,295843,34.966667,136.616667
luzhou,295056,28.872391,105.44049
vologda,294892,59.2187,39.8886
vina del mar,294553,-33.008056,-71.519722
sumy,294454,50.921597,34.800294
galati,294088,45.45,28.05
blumenau,293955,-26.9222,-49.0615
foz do iguacu,293526,-25.55,-54.583333
kakinada,292956,16.933333,82.216667
panipat,292828,29.388889,76.968056
semey,292795,50.411111,80.2275
makurdi,292664,7.7411,8.5121
ponta grossa,292179,-25.083333,-50.15
minna,291930,9.613889,6.556944
bialystok,291855,53.133333,23.15
mbeya,291672,-8.9,33.45
bakersfield,291389,35.3733333,-119.0177778
ciudad bolivar,291170,8.1222222,-63.5497222
tambov,290936,52.731689,41.443262
bafoussam,290798,5.4666667,10.4166667
kasur,290728,31.115556,74.446667
paulista,289977,-7.95,-34.883333
limeira,289671,-22.561667,-47.402778
parbhani,289652,19.266667,76.783333
kaolack,289633,14.15,-16.0666667
victoria,289625,48.433333,-123.35
stockton,289580,37.9577778,-121.2897222
beihai,289568,21.483333,109.1
huizhou,289201,23.083333,114.4
mandaue,288898,10.323611,123.922222
hue,287228,16.466667,107.6
darbhanga,287180,26.166667,85.9
vigo,286585,42.232823,-8.722637
rangpur,285586,25.75,89.25
viamao,285274,-30.083333,-51.033333
kuala terengganu,285091,5.3302,103.1408
ismailia,284851,30.5833333,32.2666667
karlsruhe,284786,49.004722,8.385833
nantes,284677,47.216509,-1.552379
barinas,284305,8.6291667,-70.2072222
port moresby,283733,-9.4647222,147.1925
ede,283728,7.733333,4.433333
ichihara,283537,35.516667,140.083333
nha trang,283452,12.25,109.183333
suzano,283319,-23.533333,-46.333333
alwar,283248,27.566667,76.6
cainta,283177,14.5786,121.1222
bahia blanca,282950,-38.719595,-62.272432
nalchik,282916,43.498056,43.618889
bilaspur,282736,22.083333,82.15
palu,282461,-0.8917,119.8707
valparaiso,282450,-33.047778,-71.601111
kupang,282421,-10.166667,123.583333
zhytomyr,282190,50.264868,28.676691
itagui,281858,6.171944,-75.611389
gebze,281585,40.802758,29.430684
narsingdi,281110,23.9208333,90.7180556
tacna,280996,-18.0055556,-70.2483333
tepic,280602,21.5,-104.9
chuzhou,280582,32.321944,118.297778
barisal,280437,22.7,90.3666667
corpus christi,280382,27.8002778,-97.3961111
ichinomiya,280333,35.3,136.8
newark,280123,40.7355556,-74.1727778
buffalo,279557,42.8863889,-78.8786111
santa teresa,279424,10.2313889,-66.6636111
kota bahru,279343,6.133275,102.238603
taganrog,279060,47.23617,38.896878
horlivka,278548,48.346981,38.054189
windsor,278013,42.333333,-83.033333
ilesha,277922,8.916667,3.416667
kostroma,277658,57.766468,40.926864
khomeynishahr,277355,32.700175,51.521134
jujuy,277150,-24.194565,-65.297116
cuenca,276964,-2.8833333,-78.9833333
owo,276593,7.196195,5.586806
sukabumi,276431,-6.918056,106.926667
safaqis,276293,34.740556,10.760278
anchorage,276263,61.2180556,-149.9002778
brasov,276089,45.633333,25.583333
mokolo,275750,10.7402778,13.8027778
hakodate,275733,41.775833,140.736667
hsintien,275698,24.95,121.5333333
komsomolsk-na-amure,275168,50.551986,137.015244
caucaia,275023,-3.7,-38.65
saint paul,274792,44.9444444,-93.0930556
kashi,274717,39.454722,75.979722
ichalkaranji,274405,16.7,74.466667
strasbourg,273506,48.600381,7.787355
yao,273216,34.616667,135.6
herat,272880,34.348167,62.199673
guantanamo,272808,20.1444444,-75.2091667
baguio,272732,16.416389,120.593056
petropolis,272694,-22.510833,-43.184444
munster,272452,51.966667,7.633333
monteria,272424,8.747984,-75.881428
wiesbaden,272337,50.083333,8.25
lexington-fayette,272079,38.0497222,-84.4586111
gelsenkirchen,271647,51.516667,7.05
kakogawa,271636,34.766667,134.85
tasikmalaya,271160,-7.3274,108.2207
bijapur,271087,16.833333,75.7
san pedro,270223,14.3595,121.0473
haifa,269961,32.815556,34.989167
windhoek,268129,-22.57,17.0836111
iligan,267854,8.230833,124.236111
tshikapa,267508,-6.416667,20.8
sterlitamak,267235,53.624619,55.950148
utrecht,267044,52.093813,5.119095
halifax,266012,44.65,-63.6
yingcheng,265886,30.95,113.55
wuzhou,265846,23.483333,111.316667
aizawl,265353,23.724444,92.7175
hulan ergi,265344,47.204167,123.633333
petrozavodsk,265027,61.796131,34.349295
monchengladbach,264969,51.2,6.433333
umuahia,264680,5.526269,7.489589
sivas,264163,39.748333,37.016111
mianyang,264136,31.459339,104.754235
ibaraki,263408,34.816667,135.566667
oaxaca,262574,17.05,-96.716667
gijon,262573,43.535731,-5.661519
witbank,262514,-25.871331,29.233234
aqtobe,262471,50.298056,57.181389
jalna,262055,19.833333,75.883333
augsburg,261842,48.366667,10.883333
malmo,261549,55.6,13
dewas,261245,22.966667,76.066667
sincelejo,261190,9.304722,-75.397778
tongliao,261110,43.6125,122.265278
wollongong,260918,-34.424,150.893448
uberaba,260847,-19.75,-47.916667
stoke-on-trent,260420,53,-2.183333
baranagar,260097,22.643333,88.365278
bratsk,259994,56.1497,101.6085
nakuru,259934,-0.2833333,36.0666667
can tho,259608,10.033333,105.783333
venice,259126,45.438611,12.326667
hiratsuka,259056,35.323056,139.342222
jiujiang,258807,29.60794,115.887205
jining,258757,41.0275,113.105833
obregon,258174,27.483333,-109.933333
pekalongan,257973,-6.8886,109.6753
cumana,257821,10.4666667,-64.1666667
satna,257805,24.583333,80.833333
yining,257671,43.881111,81.245833
rio branco,257645,-9.966667,-67.8
etawah,257472,26.7769,79.0239
cascavel,257174,-24.95,-53.466667
ondo,257023,7.1,4.833333
chimoio,256992,-19.1163889,33.4833333
tarsus,256617,36.91876,34.878404
ensenada,256577,31.866667,-116.616667
dzerzhinsk,256540,56.241432,43.455393
damaturu,255913,11.747,11.9608
sari,255416,36.563319,53.060087
ziguinchor,255391,12.5833333,-16.2719444
durg,255310,21.183333,81.283333
ljubljana,255115,46.0552778,14.5144444
rivne,255104,50.623079,26.22743
ikot ekpene,254821,5.181475,7.934195
heze,254602,35.243056,115.441111
santa catarina,254483,25.683333,-100.466667
cirebon,254314,-6.7063,108.557
pristina,254023,42.666667,21.166667
novo hamburgo,253846,-29.683333,-51.133333
gdynia,253730,54.5,18.55
zhumadian,253536,32.979444,114.029444
mutare,253449,-18.9666667,32.6666667
plano,253372,33.0197222,-96.6986111
